grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time,obj_value
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [1, 5, 9]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [8, 4, 4]]]","[['COL', 5], ['COL', 3], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [7, 4, 9]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,21.48971724510193,232.22
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 7, 5]], ['FACT', [1, 2, 5]], ['FACT', [1, 3, 2]], ['FACT', [2, 3, 5]], ['FACT', [2, 6, 2]], ['FACT', [3, 0, 5]], ['FACT', [3, 4, 3]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 4, 9]], ['FACT', [7, 8, 4]], ['FACT', [8, 5, 5]], ['FACT', [8, 8, 2]]]","[['ROW', 0], ['ROW', 1], ['ROW', 8], ['ROW', 4], ['ROW', 2], ['ROW', 3], ['ROW', 6], ['COL', 8], ['COL', 4]]","['DERIVED', [4, 4, 2]]",9,15,0,2,7,1,1,0,6,1,0,3,4,8,1,3,2,3,0,7,12,20.371747732162476,395.2
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [2, 1, 8]], ['FACT', [2, 6, 2]], ['FACT', [3, 0, 5]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 8, 2]]]","[['ROW', 0], ['ROW', 3], ['ROW', 1], ['ROW', 8], ['ROW', 4], ['COL', 6], ['COL', 8], ['COL', 1], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [5, 7, 2]]",9,22,1,3,5,0,0,1,5,3,0,1,5,16,1,0,1,1,1,8,21,23.004502296447754,315.15
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 3, 2]], ['FACT', [2, 6, 2]], ['FACT', [4, 4, 2]], ['FACT', [5, 7, 2]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 8, 2]]]","[['ROW', 0], ['ROW', 5], ['ROW', 2], ['ROW', 1], ['ROW', 8], ['ROW', 4], ['COL', 1]]","['DERIVED', [3, 1, 2]]",7,8,0,1,6,0,1,0,6,0,0,2,6,0,0,2,1,2,0,6,6,11.636377096176147,207.08
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [1, 2, 5]], ['FACT', [1, 5, 9]], ['FACT', [2, 1, 8]], ['FACT', [2, 3, 5]], ['FACT', [3, 1, 2]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [4, 8, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 4, 9]], ['FACT', [7, 6, 5]], ['FACT', [8, 1, 7]], ['FACT', [8, 4, 4]]]","[['ROW', 0], ['ROW', 5], ['ROW', 7], ['ROW', 2], ['ROW', 1], ['ROW', 4], ['COL', 4], ['COL', 1]]","['DERIVED', [5, 1, 9]]",8,15,0,2,6,1,1,0,5,1,0,3,4,8,1,3,2,3,0,6,12,21.040339946746826,395.19
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 5, 9]], ['FACT', [4, 3, 9]], ['FACT', [5, 1, 9]], ['FACT', [7, 4, 9]], ['FACT', [8, 2, 3]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 0], ['ROW', 5], ['ROW', 7], ['ROW', 2], ['ROW', 3], ['ROW', 1], ['ROW', 4], ['ROW', 6], ['COL', 2], ['COL', 8], ['COL', 7], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [2, 2, 9]]",12,8,1,3,8,1,1,1,7,2,0,1,5,2,0,1,3,1,0,9,7,27.34816837310791,156.09
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 9 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 5, 9]], ['FACT', [2, 2, 9]], ['FACT', [4, 3, 9]], ['FACT', [5, 1, 9]], ['FACT', [7, 4, 9]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 0], ['ROW', 5], ['ROW', 7], ['ROW', 2], ['ROW', 3], ['ROW', 1], ['ROW', 4], ['ROW', 6], ['COL', 8], ['COL', 0], ['COL', 7]]","['DERIVED', [8, 0, 9]]",11,8,0,3,8,0,1,0,8,2,0,2,6,0,0,0,1,2,2,10,6,20.969552516937256,247.08
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 9 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [1, 5, 9]], ['FACT', [2, 2, 9]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [5, 7, 2]], ['FACT', [5, 8, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 3, 3]], ['FACT', [7, 4, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 0], ['ROW', 5], ['ROW', 7], ['ROW', 2], ['ROW', 3], ['ROW', 1], ['ROW', 4], ['ROW', 6], ['COL', 8], ['COL', 0], ['COL', 1], ['COL', 7]]","['DERIVED', [5, 0, 3]]",12,14,0,4,8,1,1,0,7,3,0,2,4,8,0,0,2,2,2,10,12,19.06312370300293,335.08
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 9 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [3 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 3, 5]], ['FACT', [3, 0, 5]], ['FACT', [3, 4, 3]], ['FACT', [5, 0, 3]], ['FACT', [5, 4, 5]], ['FACT', [6, 1, 5]], ['FACT', [6, 6, 3]], ['FACT', [7, 8, 4]], ['FACT', [8, 8, 2]]]","[['ROW', 5], ['ROW', 2], ['ROW', 3], ['ROW', 1], ['ROW', 6], ['COL', 6], ['COL', 8], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [4, 7, 3]]",8,11,1,2,5,0,0,1,5,2,0,0,3,8,0,0,1,0,0,7,11,12.341927528381348,113.05
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 9 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 3 5]
 [3 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [2, 1, 8]], ['FACT', [3, 4, 3]], ['FACT', [4, 7, 3]], ['FACT', [5, 0, 3]], ['FACT', [6, 6, 3]], ['FACT', [7, 3, 3]], ['FACT', [8, 2, 3]]]","[['ROW', 0], ['ROW', 5], ['ROW', 7], ['ROW', 3], ['ROW', 8], ['ROW', 4], ['ROW', 6], ['COL', 1]]","['DERIVED', [1, 1, 3]]",8,8,0,1,7,0,1,0,7,0,0,1,7,0,1,1,1,1,0,7,7,5.918903589248657,108.18
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 0 0]
 [0 8 9 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 3 5]
 [3 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 1, 3]], ['FACT', [3, 4, 3]], ['FACT', [4, 7, 3]], ['FACT', [5, 0, 3]], ['FACT', [6, 6, 3]], ['FACT', [7, 3, 3]], ['FACT', [8, 2, 3]]]","[['ROW', 0], ['ROW', 5], ['ROW', 7], ['ROW', 3], ['ROW', 1], ['ROW', 8], ['ROW', 4], ['ROW', 6], ['COL', 8]]","['DERIVED', [2, 8, 3]]",9,8,0,1,8,0,1,0,8,0,0,0,8,0,0,0,1,0,0,8,8,3.904299259185791,9.08
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 0 0]
 [0 8 9 5 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 3 5]
 [3 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [1, 6, 8]], ['FACT', [2, 2, 9]], ['FACT', [2, 3, 5]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [2, 8, 3]], ['FACT', [4, 4, 2]], ['FACT', [5, 1, 9]], ['FACT', [5, 4, 5]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 3, 3]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 0, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 4, 4]], ['FACT', [8, 8, 2]]]","[['ROW', 0], ['ROW', 7], ['ROW', 2], ['ROW', 3], ['ROW', 1], ['ROW', 8], ['ROW', 4], ['COL', 6], ['COL', 4], ['COL', 8], ['COL', 3], ['COL', 1], ['COL', 7], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [3, 7, 6]]",14,28,1,6,7,1,1,1,6,5,0,0,2,26,0,0,3,0,0,11,28,53.32819080352783,323.07
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 0 0]
 [0 8 9 5 0 4 2 0 3]
 [5 2 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 3 5]
 [3 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 5, 9]], ['FACT', [2, 2, 9]], ['FACT', [3, 7, 6]], ['FACT', [4, 3, 9]], ['FACT', [5, 1, 9]], ['FACT', [7, 4, 9]], ['FACT', [8, 0, 9]]]","[['ROW', 0], ['ROW', 5], ['ROW', 7], ['ROW', 2], ['ROW', 1], ['ROW', 8], ['ROW', 4], ['COL', 7]]","['DERIVED', [6, 7, 9]]",8,8,0,1,7,0,1,0,7,0,0,1,7,0,0,1,1,1,0,7,7,9.470242261886597,108.08
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 0 0]
 [0 8 9 5 0 4 2 0 3]
 [5 2 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 3 5]
 [3 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 9 0]
 [0 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 5, 9]], ['FACT', [2, 2, 9]], ['FACT', [4, 3, 9]], ['FACT', [5, 1, 9]], ['FACT', [6, 7, 9]], ['FACT', [7, 4, 9]], ['FACT', [8, 0, 9]]]","[['ROW', 0], ['ROW', 5], ['ROW', 7], ['ROW', 2], ['ROW', 1], ['ROW', 8], ['ROW', 4], ['ROW', 6], ['COL', 8]]","['DERIVED', [3, 8, 9]]",9,8,0,1,8,0,1,0,8,0,0,0,8,0,0,0,1,0,0,8,8,3.497892379760742,9.08
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 0 0]
 [0 8 9 5 0 4 2 0 3]
 [5 2 0 4 3 0 0 6 9]
 [0 0 0 9 2 0 0 3 5]
 [3 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 9 0]
 [0 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [3, 7, 6]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]]]","[['ROW', 7], ['COL', 8], ['COL', 7], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 6, 6]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,48.762107372283936,133.12
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 0 0]
 [0 8 9 5 0 4 2 0 3]
 [5 2 0 4 3 0 0 6 9]
 [0 0 0 9 2 0 0 3 5]
 [3 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 9 0]
 [0 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 1, 3]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [2, 6, 2]], ['FACT', [3, 4, 3]], ['FACT', [3, 8, 9]], ['FACT', [4, 4, 2]], ['FACT', [4, 7, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 0, 3]], ['FACT', [5, 8, 8]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 5], ['ROW', 3], ['ROW', 1], ['ROW', 8], ['ROW', 4], ['ROW', 6], ['COL', 6], ['COL', 4], ['COL', 8], ['COL', 3], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [6, 5, 2]]",11,17,1,4,6,1,0,1,5,4,0,0,3,14,0,0,2,0,0,9,17,54.269737005233765,193.06
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 0 0]
 [0 8 9 5 0 4 2 0 3]
 [5 2 0 4 3 0 0 6 9]
 [0 0 0 9 2 0 0 3 5]
 [3 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 2 3 9 0]
 [0 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 3, 2]], ['FACT', [2, 6, 2]], ['FACT', [3, 1, 2]], ['FACT', [4, 4, 2]], ['FACT', [5, 7, 2]], ['FACT', [6, 5, 2]], ['FACT', [8, 8, 2]]]","[['ROW', 0], ['ROW', 5], ['ROW', 2], ['ROW', 3], ['ROW', 1], ['ROW', 8], ['ROW', 4], ['ROW', 6], ['COL', 0]]","['DERIVED', [7, 0, 2]]",9,8,0,1,8,0,1,0,8,0,0,0,8,0,0,0,1,0,0,8,8,3.9203245639801025,9.08
