grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time,obj_value
"[[0 0 2 8 0 3 9 5 6]
 [0 0 0 0 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [2, 3, 5]], ['FACT', [3, 0, 5]], ['FACT', [6, 1, 5]]]","[['ROW', 0], ['ROW', 2], ['COL', 1], ['COL', 0], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 2, 5]]",5,4,1,2,2,0,0,1,2,2,0,0,4,0,0,0,1,0,0,4,4,6.497438669204712,2.3400000000000003
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 0 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 7, 5]], ['FACT', [1, 4, 7]], ['FACT', [2, 3, 5]], ['FACT', [2, 6, 2]], ['FACT', [3, 0, 5]], ['FACT', [3, 4, 3]], ['FACT', [5, 8, 8]], ['FACT', [6, 4, 8]], ['FACT', [7, 4, 9]], ['FACT', [7, 6, 5]], ['FACT', [8, 5, 5]], ['FACT', [8, 8, 2]]]","[['ROW', 1], ['ROW', 5], ['ROW', 8], ['COL', 5], ['COL', 8], ['COL', 3], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [4, 4, 2]]",13,13,7,3,3,0,0,1,3,3,6,4,3,6,1,4,1,4,0,12,9,11.203219890594482,117.49
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 0 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 6, 9]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [7, 4, 9]]]","[['ROW', 0], ['ROW', 2], ['COL', 4], ['COL', 5], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 3, 2]]",7,7,3,2,2,0,0,1,2,2,2,2,3,2,1,1,1,2,0,6,5,7.069862127304077,44.35
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [2, 1, 8]], ['FACT', [2, 6, 2]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [4, 8, 5]], ['FACT', [5, 4, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 5], ['ROW', 0], ['ROW', 1], ['ROW', 7], ['ROW', 4], ['ROW', 8], ['COL', 4], ['COL', 6], ['COL', 8], ['COL', 1], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [3, 7, 6]]",16,23,6,4,6,0,0,1,6,4,5,3,2,18,2,1,1,3,0,15,20,10.17724895477295,217.77
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [2, 6, 2]], ['FACT', [3, 7, 6]], ['FACT', [4, 4, 2]], ['FACT', [8, 8, 2]]]","[['ROW', 4], ['COL', 6], ['COL', 8], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [5, 7, 2]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,9.642603397369385,23.23
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 2, 5]], ['FACT', [4, 4, 2]], ['FACT', [4, 8, 5]], ['FACT', [5, 4, 5]], ['FACT', [5, 7, 2]], ['FACT', [6, 1, 5]]]","[['ROW', 5], ['ROW', 4], ['COL', 0], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [3, 1, 2]]",7,7,3,2,2,0,0,1,2,2,2,1,3,3,0,1,1,1,0,6,6,7.272402763366699,43.35
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [3, 7, 6]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]]]","[['ROW', 7], ['COL', 8], ['COL', 7], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 6, 6]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,8.375572443008423,23.23
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 6, 9]], ['FACT', [1, 5, 9]], ['FACT', [1, 6, 8]], ['FACT', [2, 1, 8]], ['FACT', [2, 6, 2]], ['FACT', [3, 4, 3]], ['FACT', [3, 7, 6]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [4, 8, 5]], ['FACT', [6, 1, 5]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 7, 8]]]","[['ROW', 3], ['ROW', 4], ['ROW', 2], ['COL', 6], ['COL', 7], ['COL', 1], ['COL', 2], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [5, 0, 3]]",12,17,5,4,3,0,0,1,3,4,4,0,3,14,0,0,1,0,0,11,17,9.174198389053345,144.47
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 0 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 3, 5]], ['FACT', [3, 0, 5]], ['FACT', [3, 4, 3]], ['FACT', [5, 0, 3]], ['FACT', [5, 4, 5]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]]]","[['ROW', 3], ['ROW', 5], ['ROW', 0], ['COL', 6], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [4, 7, 3]]",10,9,5,2,3,0,0,1,3,2,4,0,3,6,0,0,1,0,0,9,9,5.043086290359497,62.47
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [2, 1, 8]], ['FACT', [5, 0, 3]], ['FACT', [8, 2, 3]]]","[['ROW', 0], ['COL', 0], ['COL', 2], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 1, 3]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,6.078700304031372,23.23
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 2 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 1, 3]], ['FACT', [4, 7, 3]], ['FACT', [6, 6, 3]]]","[['ROW', 0], ['ROW', 1], ['COL', 6], ['COL', 7], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [2, 8, 3]]",5,4,1,2,2,0,0,1,2,2,0,0,4,0,0,0,1,0,0,4,4,2.9919581413269043,2.3400000000000003
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 3]
 [5 2 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 1, 3]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [2, 6, 2]], ['FACT', [3, 4, 3]], ['FACT', [4, 4, 2]], ['FACT', [4, 7, 3]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 8, 2]]]","[['ROW', 1], ['ROW', 7], ['ROW', 8], ['COL', 4], ['COL', 7], ['COL', 3], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [6, 5, 2]]",9,14,3,3,3,0,0,1,3,3,2,0,4,10,0,0,1,0,0,8,14,5.588541746139526,103.46000000000001
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 3]
 [5 2 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 2 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [3, 1, 2]], ['FACT', [6, 5, 2]], ['FACT', [8, 8, 2]]]","[['ROW', 6], ['ROW', 8], ['COL', 1], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 0, 2]]",5,4,1,2,2,0,0,1,2,2,0,0,4,0,0,0,1,0,0,4,4,2.5949995517730713,2.3400000000000003
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 3]
 [5 2 0 4 3 0 0 6 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 2 3 0 0]
 [2 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [1, 2, 5]], ['FACT', [2, 1, 8]], ['FACT', [4, 8, 5]], ['FACT', [5, 0, 3]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 0, 2]], ['FACT', [8, 7, 8]]]","[['ROW', 5], ['ROW', 7], ['ROW', 4], ['COL', 4], ['COL', 0], ['COL', 3], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [3, 5, 8]]",11,10,5,3,3,0,0,1,3,3,4,0,5,5,0,0,1,0,0,10,10,6.230407476425171,53.489999999999995
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 3]
 [5 2 0 4 3 8 0 6 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 2 3 0 0]
 [2 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [2, 1, 8]], ['FACT', [3, 5, 8]], ['FACT', [5, 8, 8]], ['FACT', [6, 4, 8]], ['FACT', [6, 5, 2]], ['FACT', [7, 1, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 3], ['ROW', 5], ['ROW', 7], ['COL', 1], ['COL', 2], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [4, 0, 8]]",8,9,3,2,3,0,0,1,3,2,2,0,5,4,0,0,1,0,0,7,9,4.786763906478882,42.47
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 3]
 [5 2 0 4 3 8 0 6 0]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 2 3 0 0]
 [2 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [2, 1, 8]], ['FACT', [4, 0, 8]], ['FACT', [6, 4, 8]], ['FACT', [8, 7, 8]]]","[['ROW', 6], ['ROW', 8], ['COL', 1], ['COL', 0], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 2, 8]]",5,4,1,2,2,0,0,1,2,2,0,0,4,0,0,0,1,0,0,4,4,2.2830045223236084,2.3400000000000003
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 3]
 [5 2 0 4 3 8 0 6 0]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 2 3 0 0]
 [2 6 8 3 9 0 5 0 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [4, 4, 2]], ['FACT', [5, 4, 5]], ['FACT', [7, 0, 2]], ['FACT', [7, 1, 6]], ['FACT', [8, 6, 6]], ['FACT', [8, 8, 2]]]","[['ROW', 0], ['ROW', 7], ['ROW', 8], ['COL', 4], ['COL', 5], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [6, 3, 6]]",8,11,3,2,3,0,0,1,3,2,2,0,3,8,0,0,1,0,0,7,11,5.7580742835998535,82.45
