grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time,obj_value
"[[0 0 2 8 1 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 4, 1]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [2, 3, 5]], ['FACT', [2, 4, 6]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [8, 2, 3]]]","[['ROW', 7], ['COL', 4], ['COL', 5], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [7, 3, 3]]",7,11,4,2,1,1,0,0,0,2,4,6,2,3,1,5,1,6,0,6,5,19.34581208229065,535.02
"[[0 0 2 8 1 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [0, 4, 1]], ['FACT', [0, 5, 3]], ['FACT', [0, 8, 6]], ['FACT', [3, 0, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 8, 2]]]","[['ROW', 3], ['ROW', 6], ['ROW', 0], ['COL', 8], ['COL', 0], ['COL', 1], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [4, 8, 5]]",7,10,1,3,3,0,1,0,3,2,1,4,2,4,1,4,1,4,0,6,6,29.54409694671631,659.02
"[[0 0 2 8 1 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [2, 3, 5]], ['FACT', [3, 0, 5]], ['FACT', [6, 1, 5]]]","[['ROW', 2], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [1, 2, 5]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,30.359517335891724,334.0
"[[0 0 2 8 1 3 9 0 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [2, 3, 5]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [3, 0, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 7, 8]]]","[['ROW', 0], ['ROW', 1], ['COL', 8], ['COL', 6], ['COL', 0], ['COL', 1], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 7, 4]]",10,11,4,4,2,1,0,0,1,4,4,4,2,5,3,1,1,4,0,9,7,26.96298885345459,759.04
"[[0 0 2 8 1 3 9 0 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [1, 7, 4]], ['FACT', [2, 3, 5]], ['FACT', [4, 8, 5]], ['FACT', [7, 6, 5]]]","[['ROW', 2], ['COL', 7], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [0, 7, 5]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,26.454779624938965,334.0
"[[0 0 2 8 1 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [2, 1, 8]], ['FACT', [2, 4, 6]], ['FACT', [2, 6, 2]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [5, 4, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]], ['FACT', [8, 4, 4]]]","[['ROW', 0], ['ROW', 3], ['ROW', 1], ['ROW', 5], ['COL', 6], ['COL', 2], ['COL', 0], ['COL', 4], ['COL', 1], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [4, 1, 1]]",13,18,4,5,4,0,1,0,4,4,4,5,0,13,0,4,1,5,1,12,13,33.715383529663086,1463.04
"[[0 0 2 8 1 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [2, 1, 8]], ['FACT', [2, 3, 5]], ['FACT', [2, 4, 6]], ['FACT', [2, 5, 4]], ['FACT', [3, 0, 5]], ['FACT', [4, 1, 1]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['ROW', 2], ['ROW', 0], ['ROW', 1], ['COL', 2], ['COL', 0], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 1, 3]]",9,12,4,2,3,1,0,0,2,2,4,6,0,6,2,5,1,6,0,8,6,17.465152502059937,665.02
"[[0 0 2 8 1 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 1, 3]], ['FACT', [1, 4, 7]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]], ['FACT', [7, 8, 4]], ['FACT', [8, 8, 2]]]","[['ROW', 2], ['ROW', 0], ['ROW', 1], ['COL', 6], ['COL', 7], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 8, 1]]",9,8,4,2,3,1,0,0,2,2,4,8,0,0,2,5,1,8,2,8,0,30.30562400817871,267.02
"[[0 0 2 8 1 3 9 5 6]
 [0 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 8, 1]], ['FACT', [3, 4, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 6, 3]]]","[['ROW', 3], ['COL', 8], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [2, 8, 3]]",3,6,1,1,1,0,1,0,1,0,1,4,2,0,2,4,1,4,0,2,2,20.161818265914917,249.0
"[[0 0 2 8 1 3 9 5 6]
 [0 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 6, 8]], ['FACT', [1, 8, 1]], ['FACT', [2, 6, 2]], ['FACT', [2, 8, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 5, 5]], ['FACT', [8, 8, 2]]]","[['ROW', 8], ['COL', 8], ['COL', 7], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [3, 8, 9]]",5,13,2,2,1,0,1,0,1,1,2,7,1,5,2,7,1,7,0,4,6,24.518815994262695,656.01
"[[0 0 2 8 1 3 9 5 6]
 [0 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 0 3]
 [5 0 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 8, 1]], ['FACT', [2, 8, 3]], ['FACT', [3, 8, 9]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]], ['FACT', [7, 8, 4]], ['FACT', [8, 8, 2]]]","[['COL', 8]]","['DERIVED', [6, 8, 7]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,8,0,0,0,6.658165693283081,46.0
"[[0 0 2 8 1 3 9 5 6]
 [0 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 0 3]
 [5 0 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [1, 8, 1]], ['FACT', [2, 6, 2]], ['FACT', [3, 8, 9]], ['FACT', [4, 8, 5]], ['FACT', [6, 6, 3]], ['FACT', [8, 7, 8]]]","[['COL', 8], ['COL', 6], ['COL', 7], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [2, 7, 7]]",5,11,2,3,0,0,1,0,0,2,2,8,0,3,7,3,1,8,1,4,3,36.03714919090271,493.02
"[[0 0 2 8 1 3 9 5 6]
 [0 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [1, 1, 3]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [2, 1, 8]], ['FACT', [2, 6, 2]], ['FACT', [2, 7, 7]], ['FACT', [3, 8, 9]], ['FACT', [4, 1, 1]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['ROW', 0], ['ROW', 3], ['COL', 8], ['COL', 1], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [5, 1, 9]]",5,11,1,2,2,0,1,0,2,1,1,6,1,4,1,6,1,6,0,4,5,28.837579011917114,553.01
"[[0 0 2 8 1 3 9 5 6]
 [0 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [4, 1, 1]], ['FACT', [5, 1, 9]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['COL', 1], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [3, 1, 2]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,5,0,1,1,13.06164836883545,141.0
"[[0 0 2 8 1 3 9 5 6]
 [0 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [1, 1, 3]], ['FACT', [2, 1, 8]], ['FACT', [3, 1, 2]], ['FACT', [4, 1, 1]], ['FACT', [5, 1, 9]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['COL', 1]]","['DERIVED', [0, 1, 4]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,8,0,0,0,8.178441286087036,46.0
"[[0 4 2 8 1 3 9 5 6]
 [0 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [2, 7, 7]], ['FACT', [4, 4, 2]], ['FACT', [7, 3, 3]], ['FACT', [7, 4, 9]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 5, 5]]]","[['ROW', 7], ['COL', 5], ['COL', 7], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [6, 5, 2]]",5,11,2,2,1,0,1,0,1,1,2,6,1,4,3,4,1,6,0,4,5,36.20960092544556,562.01
"[[0 4 2 8 1 3 9 5 6]
 [0 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 7]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 8, 6]], ['FACT', [1, 3, 2]], ['FACT', [1, 8, 1]], ['FACT', [2, 3, 5]], ['FACT', [3, 3, 4]], ['FACT', [3, 8, 9]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [6, 5, 2]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 3, 3]], ['FACT', [7, 8, 4]], ['FACT', [8, 5, 5]], ['FACT', [8, 7, 8]]]","[['ROW', 7], ['COL', 8], ['COL', 3], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [5, 3, 7]]",5,16,2,2,1,0,1,0,1,1,2,6,0,10,2,6,1,6,0,4,10,29.415889024734497,1054.01
"[[0 4 2 8 1 3 9 5 6]
 [0 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 7 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 7]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [5, 3, 7]], ['FACT', [6, 5, 2]], ['FACT', [8, 5, 5]]]","[['COL', 5], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [7, 5, 7]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,5,0,1,1,18.152438640594482,141.0
