grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time,obj_value
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 0 0]
 [0 8 9 0 0 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [0, 6, 9]], ['FACT', [1, 4, 7]], ['FACT', [2, 2, 9]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [2, 8, 3]], ['FACT', [3, 4, 3]], ['FACT', [5, 4, 5]], ['FACT', [6, 1, 5]], ['FACT', [7, 6, 5]]]","[['ROW', 8], ['ROW', 2], ['ROW', 0], ['COL', 3], ['COL', 4], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [8, 5, 5]]",8,12,3,2,3,1,0,0,2,2,3,1,3,8,0,1,1,1,0,7,11,10.90686583518982,131.25
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 0 0]
 [0 8 9 0 0 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 4, 7]], ['FACT', [2, 2, 9]], ['FACT', [2, 6, 2]], ['FACT', [2, 8, 3]], ['FACT', [3, 0, 5]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 3, 3]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]], ['FACT', [8, 8, 2]]]","[['ROW', 1], ['ROW', 4], ['ROW', 3], ['ROW', 8], ['ROW', 5], ['ROW', 6], ['COL', 0], ['COL', 6], ['COL', 3], ['COL', 8], ['COL', 4], ['COL', 1], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [5, 7, 2]]",17,21,5,6,6,1,0,0,5,6,5,1,3,17,1,0,1,1,1,16,20,14.01753306388855,141.42999999999998
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 0 0]
 [0 8 9 0 0 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [0, 5, 3]], ['FACT', [2, 5, 4]], ['FACT', [3, 0, 5]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 4, 5]], ['FACT', [5, 7, 2]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]]]","[['ROW', 1], ['ROW', 3], ['ROW', 0], ['COL', 6], ['COL', 0], ['COL', 8], ['COL', 4], ['COL', 1], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 7, 4]]",11,15,3,5,3,1,0,0,2,5,3,1,3,11,0,1,1,1,0,10,14,10.03551697731018,131.31
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [1, 4, 7]], ['FACT', [2, 2, 9]], ['FACT', [2, 6, 2]], ['FACT', [2, 8, 3]], ['FACT', [3, 0, 5]], ['FACT', [4, 3, 9]], ['FACT', [4, 7, 3]], ['FACT', [5, 4, 5]], ['FACT', [5, 7, 2]], ['FACT', [6, 4, 8]], ['FACT', [8, 4, 4]]]","[['ROW', 4], ['ROW', 3], ['ROW', 0], ['ROW', 2], ['COL', 2], ['COL', 4], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 1, 2]]",8,14,2,2,4,1,0,0,3,2,2,1,3,10,1,0,1,1,1,7,13,9.71845293045044,141.26999999999998
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [2, 1, 8]], ['FACT', [4, 3, 9]], ['FACT', [4, 7, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 4, 5]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 4, 4]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 1], ['ROW', 4], ['ROW', 3], ['ROW', 5], ['ROW', 0], ['ROW', 6], ['ROW', 7], ['ROW', 2], ['COL', 2], ['COL', 7], ['COL', 8], ['COL', 4], ['COL', 1], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [2, 0, 1]]",15,21,2,5,8,1,0,0,7,5,2,2,0,19,2,0,1,2,1,14,19,24.105101346969604,221.43
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [1 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [1, 1, 3]], ['FACT', [1, 4, 7]], ['FACT', [2, 0, 1]], ['FACT', [2, 2, 9]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [3, 1, 2]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 3, 3]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]]]","[['ROW', 1], ['ROW', 3], ['ROW', 0], ['ROW', 2], ['COL', 6], ['COL', 3], ['COL', 8], ['COL', 4], ['COL', 1], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 7, 5]]",12,18,3,5,4,1,0,0,3,5,3,1,3,14,1,0,1,1,0,11,17,13.909073829650879,141.25
"[[0 0 2 8 0 3 9 5 6]
 [0 3 0 0 7 9 8 4 0]
 [1 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 5, 3]], ['FACT', [0, 7, 5]], ['FACT', [1, 1, 3]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [1, 6, 8]], ['FACT', [2, 0, 1]], ['FACT', [2, 1, 8]], ['FACT', [2, 2, 9]], ['FACT', [2, 6, 2]], ['FACT', [3, 0, 5]], ['FACT', [4, 7, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 5, 5]]]","[['ROW', 8], ['ROW', 0], ['ROW', 6], ['ROW', 7], ['ROW', 2], ['COL', 6], ['COL', 7], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [6, 8, 7]]",13,18,5,3,5,1,0,0,4,3,5,1,2,15,1,1,1,1,0,12,17,14.70005202293396,131.37
"[[0 0 2 8 0 3 9 5 6]
 [0 3 0 0 7 9 8 4 0]
 [1 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [1, 1, 3]], ['FACT', [1, 4, 7]], ['FACT', [2, 8, 3]], ['FACT', [3, 4, 3]], ['FACT', [6, 6, 3]], ['FACT', [6, 8, 7]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 1], ['ROW', 8], ['ROW', 6], ['ROW', 7], ['ROW', 2], ['COL', 3], ['COL', 4], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [7, 5, 7]]",10,9,3,2,5,1,0,0,4,2,3,0,3,6,0,0,1,0,0,9,9,9.958603620529175,31.15
"[[0 0 2 8 0 3 9 5 6]
 [0 3 0 0 7 9 8 4 0]
 [1 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 0 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 1, 3]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [2, 0, 1]], ['FACT', [2, 1, 8]], ['FACT', [2, 2, 9]], ['FACT', [2, 6, 2]], ['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 8, 7]], ['FACT', [7, 1, 6]], ['FACT', [7, 3, 3]], ['FACT', [7, 5, 7]], ['FACT', [7, 8, 4]], ['FACT', [8, 2, 3]], ['FACT', [8, 5, 5]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 1], ['ROW', 4], ['ROW', 3], ['ROW', 5], ['ROW', 6], ['ROW', 7], ['ROW', 2], ['COL', 2], ['COL', 7], ['COL', 0], ['COL', 5], ['COL', 8], ['COL', 4], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [5, 6, 4]]",17,27,4,6,7,1,0,0,6,6,4,1,2,24,0,1,1,1,0,16,26,26.648693323135376,121.5
"[[0 0 2 8 0 3 9 5 6]
 [0 3 0 0 7 9 8 4 0]
 [1 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 4 2 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 0 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [2, 0, 1]], ['FACT', [2, 1, 8]], ['FACT', [2, 2, 9]], ['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [4, 7, 3]], ['FACT', [5, 4, 5]], ['FACT', [5, 6, 4]], ['FACT', [5, 7, 2]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 5, 7]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]], ['FACT', [8, 7, 8]]]","[['ROW', 1], ['ROW', 4], ['ROW', 0], ['ROW', 6], ['ROW', 7], ['ROW', 2], ['COL', 2], ['COL', 7], ['COL', 5], ['COL', 4], ['COL', 1], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 3, 2]]",16,26,5,5,6,1,0,0,5,5,5,1,2,23,0,1,1,1,0,15,25,37.859946727752686,121.48
"[[0 0 2 8 0 3 9 5 6]
 [0 3 0 2 7 9 8 4 0]
 [1 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 4 2 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 0 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 3, 2]], ['FACT', [1, 5, 9]], ['FACT', [2, 0, 1]], ['FACT', [2, 1, 8]], ['FACT', [2, 8, 3]], ['FACT', [4, 3, 9]], ['FACT', [5, 4, 5]], ['FACT', [5, 6, 4]], ['FACT', [5, 7, 2]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 3, 3]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]], ['FACT', [8, 7, 8]]]","[['ROW', 4], ['ROW', 3], ['ROW', 5], ['ROW', 0], ['ROW', 6], ['ROW', 7], ['ROW', 2], ['COL', 7], ['COL', 0], ['COL', 5], ['COL', 8], ['COL', 4], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [3, 2, 7]]",18,24,5,6,7,1,0,0,6,6,5,1,1,22,0,1,1,1,0,17,23,30.628387212753296,111.49
